Alphabets,Colors,Numbers,Arithmetic,Shapes,Objects,Emotions,Sound,Communication,Actions,Recommended Lessons
5,1,3,0,1,1,6,5,1,4,Alphabets Colors Numbers Arithmetic Shapes Objects Sound Communication Actions
2,6,8,0,4,4,8,3,2,6,Alphabets Arithmetic Shapes Objects Sound Communication
7,10,8,0,2,10,10,1,5,8, Arithmetic Shapes Sound Communication
9,6,2,10,8,1,0,10,1,9, Numbers Objects Emotions Communication
9,10,1,8,4,2,2,6,4,9, Numbers Shapes Objects Emotions Communication
5,2,1,1,8,10,7,1,8,5,Alphabets Colors Numbers Arithmetic Sound Actions
2,0,8,6,4,2,4,3,7,4,Alphabets Colors Shapes Objects Emotions Sound Actions
4,6,2,3,8,5,1,9,2,3,Alphabets Numbers Arithmetic Objects Emotions Communication Actions
3,5,3,9,10,2,3,0,2,3,Alphabets Colors Numbers Objects Emotions Sound Communication Actions
7,4,8,9,2,8,3,5,6,6, Colors Shapes Emotions Sound
7,2,7,9,0,3,0,2,0,6, Colors Shapes Objects Emotions Sound Communication
7,9,5,6,0,8,4,8,10,7, Numbers Shapes Emotions
10,7,8,8,8,3,3,0,5,8, Objects Emotions Sound Communication
0,9,4,9,0,3,6,8,1,0,Alphabets Numbers Shapes Objects Communication Actions
7,7,1,5,5,5,6,7,0,6, Numbers Arithmetic Shapes Objects Communication
7,1,6,6,7,5,5,0,6,6, Colors Objects Emotions Sound
8,7,6,4,2,3,8,4,9,5, Arithmetic Shapes Objects Sound Actions
6,0,5,1,5,1,10,0,7,5, Colors Numbers Arithmetic Shapes Objects Sound Actions
10,7,5,5,7,2,0,0,2,9, Numbers Arithmetic Objects Emotions Sound Communication
4,1,8,4,6,3,8,1,1,10,Alphabets Colors Arithmetic Objects Sound Communication
7,4,8,0,2,8,0,10,4,4, Colors Arithmetic Shapes Emotions Communication Actions
1,6,9,1,4,1,7,4,2,1,Alphabets Arithmetic Shapes Objects Sound Communication Actions
6,8,5,7,6,6,6,0,9,7, Numbers Sound
1,9,3,0,7,10,8,8,4,3,Alphabets Numbers Arithmetic Communication Actions
5,1,10,5,6,5,8,9,3,5,Alphabets Colors Arithmetic Objects Communication Actions
3,3,6,10,0,1,6,8,3,3,Alphabets Colors Shapes Objects Communication Actions
0,5,3,0,9,7,1,10,2,10,Alphabets Colors Numbers Arithmetic Emotions Communication
7,0,0,0,4,5,2,5,0,5, Colors Numbers Arithmetic Shapes Objects Emotions Sound Communication Actions
5,7,8,1,0,1,5,10,10,9,Alphabets Arithmetic Shapes Objects Emotions
6,0,10,2,3,6,0,10,1,3, Colors Arithmetic Shapes Emotions Communication Actions
0,7,10,3,5,6,3,3,9,5,Alphabets Arithmetic Shapes Emotions Sound Actions
2,9,4,7,10,5,7,3,3,10,Alphabets Numbers Objects Sound Communication
5,1,4,1,9,3,0,5,8,0,Alphabets Colors Numbers Arithmetic Objects Emotions Sound Actions
0,8,7,3,4,1,7,0,8,10,Alphabets Arithmetic Shapes Objects Sound
1,1,10,10,3,3,8,9,0,5,Alphabets Colors Shapes Objects Communication Actions
8,8,4,4,5,5,1,9,8,9, Numbers Arithmetic Shapes Objects Emotions
9,1,0,1,9,2,1,10,3,0, Colors Numbers Arithmetic Objects Emotions Communication Actions
1,3,1,6,4,4,1,4,6,4,Alphabets Colors Numbers Shapes Objects Emotions Sound Actions
7,10,10,0,6,5,0,6,2,7, Arithmetic Objects Emotions Communication
7,10,4,10,5,7,1,9,6,5, Numbers Shapes Emotions Actions
8,0,2,7,9,10,7,3,6,2, Colors Numbers Sound Actions
8,10,1,6,2,6,9,10,6,6, Numbers Shapes
10,0,1,10,4,2,2,3,2,6, Colors Numbers Shapes Objects Emotions Sound Communication
0,10,3,9,10,7,1,7,5,10,Alphabets Numbers Emotions Communication
7,8,9,10,6,9,5,1,0,2, Emotions Sound Communication Actions
7,9,6,10,3,10,8,6,1,7, Shapes Communication
8,6,2,0,1,1,2,0,9,6, Numbers Arithmetic Shapes Objects Emotions Sound
3,0,6,8,5,6,2,6,5,2,Alphabets Colors Shapes Emotions Communication Actions
3,6,6,9,4,10,4,4,7,10,Alphabets Shapes Emotions Sound
8,4,7,4,1,9,10,0,10,1, Colors Arithmetic Shapes Sound Actions
3,1,2,3,1,8,7,3,5,1,Alphabets Colors Numbers Arithmetic Shapes Sound Communication Actions
2,10,7,10,4,5,10,3,2,0,Alphabets Shapes Objects Sound Communication Actions
9,7,5,8,4,8,0,8,1,7, Numbers Shapes Emotions Communication
0,7,8,2,3,4,9,0,1,1,Alphabets Arithmetic Shapes Objects Sound Communication Actions
1,4,5,1,0,5,8,9,0,10,Alphabets Colors Numbers Arithmetic Shapes Objects Communication
1,3,9,0,1,5,2,6,10,9,Alphabets Colors Arithmetic Shapes Objects Emotions
9,0,6,0,1,10,1,6,3,1, Colors Arithmetic Shapes Emotions Communication Actions
8,9,3,10,2,3,8,9,5,9, Numbers Shapes Objects Communication
1,6,8,2,0,10,8,3,1,3,Alphabets Arithmetic Shapes Sound Communication Actions
8,3,2,10,3,8,1,7,1,8, Colors Numbers Shapes Emotions Communication
2,6,10,4,5,2,2,3,8,8,Alphabets Arithmetic Shapes Objects Emotions Sound
4,9,5,8,6,10,3,6,9,0,Alphabets Numbers Emotions Actions
8,8,1,2,9,1,1,10,0,4, Numbers Arithmetic Objects Emotions Communication Actions
1,8,5,1,10,5,0,2,4,9,Alphabets Numbers Arithmetic Objects Emotions Sound Communication
7,3,5,9,0,1,7,9,4,9, Colors Numbers Shapes Objects Communication
3,8,6,8,3,8,4,0,8,0,Alphabets Shapes Emotions Sound Actions
8,4,4,1,4,1,1,5,1,3, Colors Numbers Arithmetic Shapes Objects Emotions Sound Communication Actions
8,10,10,0,1,3,9,0,3,2, Arithmetic Shapes Objects Sound Communication Actions
0,6,0,7,7,7,2,4,5,8,Alphabets Numbers Emotions Sound Communication
8,1,6,6,2,5,2,8,1,4, Colors Shapes Objects Emotions Communication Actions
0,2,0,1,8,8,1,10,0,8,Alphabets Colors Numbers Arithmetic Emotions Communication
3,5,3,2,3,4,1,7,10,5,Alphabets Colors Numbers Arithmetic Shapes Objects Emotions Actions
9,0,10,1,10,8,8,1,2,9, Colors Arithmetic Sound Communication
2,8,10,1,8,3,5,6,5,1,Alphabets Arithmetic Objects Emotions Communication Actions
5,0,10,5,6,0,10,10,4,9,Alphabets Colors Arithmetic Objects Communication
3,4,2,8,8,1,6,2,9,4,Alphabets Colors Numbers Objects Sound Actions
9,7,7,5,8,10,7,5,1,8, Arithmetic Sound Communication
4,6,3,4,9,1,1,5,10,10,Alphabets Numbers Arithmetic Objects Emotions Sound
4,7,8,2,5,1,1,6,1,9,Alphabets Arithmetic Shapes Objects Emotions Communication
0,2,1,7,1,10,9,3,0,6,Alphabets Colors Numbers Shapes Sound Communication
6,8,2,5,0,6,0,2,3,2, Numbers Arithmetic Shapes Emotions Sound Communication Actions
3,10,8,5,5,10,0,8,8,1,Alphabets Arithmetic Shapes Emotions Actions
0,5,5,10,7,7,9,8,6,8,Alphabets Colors Numbers
4,5,7,4,1,3,10,10,2,7,Alphabets Colors Arithmetic Shapes Objects Communication
8,10,5,0,0,0,8,4,2,2, Numbers Arithmetic Shapes Objects Sound Communication Actions
1,8,10,1,4,8,1,3,4,6,Alphabets Arithmetic Shapes Emotions Sound Communication
8,1,8,7,3,8,7,3,2,1, Colors Shapes Sound Communication Actions
5,7,4,9,2,10,4,5,9,10,Alphabets Numbers Shapes Emotions Sound
6,10,4,0,4,3,7,7,10,8, Numbers Arithmetic Shapes Objects
8,8,10,5,10,8,0,3,6,6, Arithmetic Emotions Sound
8,1,4,2,4,7,9,10,6,6, Colors Numbers Arithmetic Shapes
3,3,7,6,0,0,1,2,7,1,Alphabets Colors Shapes Objects Emotions Sound Actions
4,6,5,7,7,6,6,7,5,8,Alphabets Numbers Communication
5,4,10,5,7,9,9,4,6,6,Alphabets Colors Arithmetic Sound
7,9,8,3,4,8,0,4,7,10, Arithmetic Shapes Emotions Sound
2,6,9,5,6,4,9,0,6,7,Alphabets Arithmetic Objects Sound
7,8,0,0,1,2,6,7,3,5, Numbers Arithmetic Shapes Objects Communication Actions
6,5,4,5,1,4,10,6,9,9, Colors Numbers Arithmetic Shapes Objects
8,6,7,8,7,10,9,8,0,2, Communication Actions
2,8,0,10,1,9,2,2,1,5,Alphabets Numbers Shapes Emotions Sound Communication Actions
8,9,5,0,10,10,6,4,10,8, Numbers Arithmetic Sound
2,10,6,2,9,4,6,4,3,7,Alphabets Arithmetic Objects Sound Communication
5,8,7,7,7,9,9,10,0,0,Alphabets Communication Actions
0,1,1,2,5,5,4,9,1,10,Alphabets Colors Numbers Arithmetic Shapes Objects Emotions Communication
5,3,7,10,4,7,8,4,5,9,Alphabets Colors Shapes Sound Communication
3,7,4,2,8,8,9,0,3,10,Alphabets Numbers Arithmetic Sound Communication
3,3,9,8,1,0,9,2,8,5,Alphabets Colors Shapes Objects Sound Actions
4,4,8,5,1,6,6,9,3,5,Alphabets Colors Arithmetic Shapes Communication Actions
6,2,2,3,10,6,9,6,6,5, Colors Numbers Arithmetic Actions
5,1,10,7,5,4,7,3,0,0,Alphabets Colors Shapes Objects Sound Communication Actions
2,6,0,10,1,1,8,6,5,8,Alphabets Numbers Shapes Objects Communication
10,3,7,5,3,7,4,4,5,9, Colors Arithmetic Shapes Emotions Sound Communication
8,0,8,4,9,8,2,0,1,9, Colors Arithmetic Emotions Sound Communication
6,0,6,3,7,7,0,10,2,8, Colors Arithmetic Emotions Communication
4,7,10,9,10,5,7,6,0,3,Alphabets Objects Communication Actions
2,7,6,9,0,10,6,3,3,0,Alphabets Shapes Sound Communication Actions
7,2,10,6,8,7,3,9,3,7, Colors Emotions Communication
9,7,2,0,7,0,10,6,7,3, Numbers Arithmetic Objects Actions
4,1,6,5,9,8,0,1,5,2,Alphabets Colors Arithmetic Emotions Sound Communication Actions
1,6,6,3,0,10,7,0,10,0,Alphabets Arithmetic Shapes Sound Actions
10,5,2,0,5,8,8,7,3,3, Colors Numbers Arithmetic Shapes Communication Actions
4,5,0,4,8,5,0,0,9,5,Alphabets Colors Numbers Arithmetic Objects Emotions Sound Actions
10,6,6,1,9,1,0,5,5,5, Arithmetic Objects Emotions Sound Communication Actions
6,7,10,9,3,8,8,8,9,9, Shapes
2,9,10,2,1,1,2,10,3,7,Alphabets Arithmetic Shapes Objects Emotions Communication
6,10,1,8,2,8,10,4,0,2, Numbers Shapes Sound Communication Actions
5,0,0,2,3,5,3,5,3,8,Alphabets Colors Numbers Arithmetic Shapes Objects Emotions Sound Communication
9,3,6,9,4,5,10,9,2,0, Colors Shapes Objects Communication Actions
8,7,10,10,2,1,7,10,9,8, Shapes Objects
0,3,7,3,5,5,1,3,7,1,Alphabets Colors Arithmetic Shapes Objects Emotions Sound Actions
5,6,4,0,7,6,9,6,4,3,Alphabets Numbers Arithmetic Communication Actions
6,7,9,6,2,6,9,2,0,3, Shapes Sound Communication Actions
1,7,7,10,1,5,3,4,7,6,Alphabets Shapes Objects Emotions Sound
5,4,2,3,5,0,2,8,0,10,Alphabets Colors Numbers Arithmetic Shapes Objects Emotions Communication
7,8,10,2,7,2,4,1,2,6, Arithmetic Objects Emotions Sound Communication
7,9,9,5,7,4,5,8,4,4, Arithmetic Objects Emotions Communication Actions
2,8,0,6,6,0,8,3,6,3,Alphabets Numbers Objects Sound Actions
5,5,2,6,6,1,0,2,8,3,Alphabets Colors Numbers Objects Emotions Sound Actions
0,7,4,0,10,8,8,2,5,7,Alphabets Numbers Arithmetic Sound Communication
5,10,3,8,1,7,7,3,7,4,Alphabets Numbers Shapes Sound Actions
2,10,5,8,2,3,7,4,9,3,Alphabets Numbers Shapes Objects Sound Actions
2,9,5,3,5,1,6,6,8,2,Alphabets Numbers Arithmetic Shapes Objects Actions
0,10,6,0,7,3,9,7,5,10,Alphabets Arithmetic Objects Communication
9,9,2,6,0,6,3,7,0,5, Numbers Shapes Emotions Communication Actions
4,9,5,2,7,8,5,8,10,2,Alphabets Numbers Arithmetic Emotions Actions
2,10,10,5,3,4,9,3,1,2,Alphabets Arithmetic Shapes Objects Sound Communication Actions
2,7,8,1,3,2,6,8,10,5,Alphabets Arithmetic Shapes Objects Actions
9,6,3,3,9,9,6,9,6,0, Numbers Arithmetic Actions
8,7,0,1,4,6,2,8,10,3, Numbers Arithmetic Shapes Emotions Actions
10,3,7,7,8,9,9,0,4,0, Colors Sound Communication Actions
5,1,8,0,6,1,2,8,1,10,Alphabets Colors Arithmetic Objects Emotions Communication
3,0,4,0,8,3,1,2,5,10,Alphabets Colors Numbers Arithmetic Objects Emotions Sound Communication
8,1,6,9,5,10,4,4,3,6, Colors Shapes Emotions Sound Communication
9,6,3,8,1,9,10,10,7,4, Numbers Shapes Actions
2,1,0,7,10,2,8,8,8,4,Alphabets Colors Numbers Objects Actions
8,8,5,2,9,4,8,7,3,2, Numbers Arithmetic Objects Communication Actions
5,8,8,5,5,6,2,8,7,9,Alphabets Arithmetic Shapes Emotions
10,3,7,9,2,8,2,2,5,9, Colors Shapes Emotions Sound Communication
1,10,6,6,10,1,5,1,9,0,Alphabets Objects Emotions Sound Actions
10,1,7,10,4,0,4,4,4,3, Colors Shapes Objects Emotions Sound Communication Actions
0,5,5,4,9,3,8,4,3,9,Alphabets Colors Numbers Arithmetic Objects Sound Communication
2,2,9,5,8,10,8,0,3,4,Alphabets Colors Arithmetic Sound Communication Actions
10,10,9,3,10,6,0,10,1,8, Arithmetic Emotions Communication
1,10,0,10,0,3,6,8,4,0,Alphabets Numbers Shapes Objects Communication Actions
5,5,1,9,4,7,4,3,7,10,Alphabets Colors Numbers Shapes Emotions Sound
6,8,2,10,7,3,10,5,0,7, Numbers Objects Sound Communication
0,4,9,6,1,4,0,6,7,4,Alphabets Colors Shapes Objects Emotions Actions
7,5,0,10,2,9,6,7,1,0, Colors Numbers Shapes Communication Actions
0,8,6,8,8,9,4,5,2,1,Alphabets Emotions Sound Communication Actions
10,3,2,7,5,7,0,10,10,1, Colors Numbers Shapes Emotions Actions
5,7,5,7,8,0,1,2,9,4,Alphabets Numbers Objects Emotions Sound Actions
7,9,10,9,1,8,9,4,6,8, Shapes Sound
1,5,9,6,1,8,8,6,5,5,Alphabets Colors Shapes Communication Actions
10,10,0,1,3,4,0,10,6,6, Numbers Arithmetic Shapes Objects Emotions
5,6,3,1,5,8,7,7,1,1,Alphabets Numbers Arithmetic Shapes Communication Actions
7,6,1,4,0,9,7,4,0,6, Numbers Arithmetic Shapes Sound Communication
5,10,1,9,2,6,0,9,2,3,Alphabets Numbers Shapes Emotions Communication Actions
3,1,3,6,1,10,7,4,5,5,Alphabets Colors Numbers Shapes Sound Communication Actions
9,0,8,0,9,2,5,10,5,2, Colors Arithmetic Objects Emotions Communication Actions
5,8,10,9,10,7,6,8,4,1,Alphabets Communication Actions
1,8,4,5,10,7,8,9,4,10,Alphabets Numbers Arithmetic Communication
0,8,7,3,3,9,10,4,10,3,Alphabets Arithmetic Shapes Sound Actions
3,0,10,1,1,1,6,4,0,2,Alphabets Colors Arithmetic Shapes Objects Sound Communication Actions
4,9,9,5,4,9,3,7,4,10,Alphabets Arithmetic Shapes Emotions Communication
8,9,10,2,10,2,10,1,6,0, Arithmetic Objects Sound Actions
3,2,0,8,5,1,3,7,7,3,Alphabets Colors Numbers Shapes Objects Emotions Actions
4,6,3,0,8,6,7,9,6,2,Alphabets Numbers Arithmetic Actions
3,9,6,7,1,4,10,0,2,1,Alphabets Shapes Objects Sound Communication Actions
8,8,7,2,1,5,2,1,7,6, Arithmetic Shapes Objects Emotions Sound
4,9,1,8,0,3,7,2,10,3,Alphabets Numbers Shapes Objects Sound Actions
2,0,0,5,8,9,0,6,7,0,Alphabets Colors Numbers Arithmetic Emotions Actions
9,8,0,1,9,10,10,7,3,6, Numbers Arithmetic Communication
8,0,5,5,5,7,2,9,0,2, Colors Numbers Arithmetic Shapes Emotions Communication Actions
1,4,6,8,1,6,1,2,3,7,Alphabets Colors Shapes Emotions Sound Communication
5,6,4,1,7,1,3,8,7,10,Alphabets Numbers Arithmetic Objects Emotions
8,2,4,10,1,7,5,7,1,4, Colors Numbers Shapes Emotions Communication Actions
4,10,2,0,5,0,0,1,3,5,Alphabets Numbers Arithmetic Shapes Objects Emotions Sound Communication Actions
10,6,6,4,8,6,2,3,9,4, Arithmetic Emotions Sound Actions
1,1,9,3,8,2,9,0,5,3,Alphabets Colors Arithmetic Objects Sound Communication Actions
9,8,8,6,6,2,3,2,7,2, Objects Emotions Sound Actions
0,5,9,8,0,6,4,3,2,9,Alphabets Colors Shapes Emotions Sound Communication
3,10,9,4,1,10,0,2,4,3,Alphabets Arithmetic Shapes Emotions Sound Communication Actions
9,7,5,3,7,4,9,6,6,7, Numbers Arithmetic Objects
9,0,5,6,8,5,0,2,7,8, Colors Numbers Objects Emotions Sound
4,5,2,8,3,4,9,5,10,6,Alphabets Colors Numbers Shapes Objects Sound
7,7,7,9,9,10,8,2,0,9, Sound Communication
9,7,3,0,9,4,8,5,6,0, Numbers Arithmetic Objects Sound Actions
9,8,1,6,9,0,1,4,7,4, Numbers Objects Emotions Sound Actions
5,6,10,8,8,4,2,7,1,0,Alphabets Objects Emotions Communication Actions
6,10,0,8,9,3,4,6,9,10, Numbers Objects Emotions
5,7,6,1,3,3,6,3,7,2,Alphabets Arithmetic Shapes Objects Sound Actions
3,3,0,10,0,4,2,9,2,5,Alphabets Colors Numbers Shapes Objects Emotions Communication Actions
7,3,5,9,1,0,4,0,5,4, Colors Numbers Shapes Objects Emotions Sound Communication Actions
10,10,1,1,4,6,1,4,10,10, Numbers Arithmetic Shapes Emotions Sound
5,10,10,1,2,8,0,7,3,8,Alphabets Arithmetic Shapes Emotions Communication
1,7,6,2,5,9,1,2,4,0,Alphabets Arithmetic Shapes Emotions Sound Communication Actions
0,7,8,1,9,9,0,4,8,6,Alphabets Arithmetic Emotions Sound
7,6,5,4,2,9,4,4,8,8, Numbers Arithmetic Shapes Emotions Sound
7,2,5,1,10,10,9,10,3,4, Colors Numbers Arithmetic Communication Actions
4,4,3,1,9,8,3,9,8,7,Alphabets Colors Numbers Arithmetic Emotions
6,1,2,4,5,10,7,9,1,9, Colors Numbers Arithmetic Shapes Communication
9,5,8,4,10,2,2,0,5,2, Colors Arithmetic Objects Emotions Sound Communication Actions
5,4,7,1,3,2,1,0,9,2,Alphabets Colors Arithmetic Shapes Objects Emotions Sound Actions
7,2,10,8,0,9,3,4,6,0, Colors Shapes Emotions Sound Actions
4,7,7,3,8,8,2,10,9,1,Alphabets Arithmetic Emotions Actions
0,7,9,3,10,4,5,8,8,0,Alphabets Arithmetic Objects Emotions Actions
6,10,3,3,8,2,8,5,5,10, Numbers Arithmetic Objects Sound Communication
3,3,0,8,1,0,3,9,10,6,Alphabets Colors Numbers Shapes Objects Emotions
9,6,9,10,7,8,0,10,6,3, Emotions Actions
1,4,7,8,2,4,1,2,1,5,Alphabets Colors Shapes Objects Emotions Sound Communication Actions
7,10,7,7,2,2,1,9,0,6, Shapes Objects Emotions Communication
5,10,9,0,10,8,7,5,2,8,Alphabets Arithmetic Sound Communication
9,7,6,8,1,1,5,4,0,0, Shapes Objects Emotions Sound Communication Actions
5,2,8,6,2,1,7,7,8,2,Alphabets Colors Shapes Objects Actions
5,9,9,3,2,0,3,6,5,7,Alphabets Arithmetic Shapes Objects Emotions Communication
0,1,8,7,6,0,6,5,7,3,Alphabets Colors Objects Sound Actions
0,8,9,10,1,9,2,8,6,6,Alphabets Shapes Emotions
5,10,2,2,9,1,8,2,8,3,Alphabets Numbers Arithmetic Objects Sound Actions
3,6,8,5,7,4,2,8,6,8,Alphabets Arithmetic Objects Emotions
7,10,3,5,10,6,9,4,7,3, Numbers Arithmetic Sound Actions
2,10,5,0,4,2,1,8,3,5,Alphabets Numbers Arithmetic Shapes Objects Emotions Communication Actions
4,4,9,7,2,0,5,4,0,2,Alphabets Colors Shapes Objects Emotions Sound Communication Actions
7,3,3,7,6,9,10,6,10,10, Colors Numbers
5,8,5,0,9,8,8,2,7,4,Alphabets Numbers Arithmetic Sound Actions
10,7,2,6,7,7,1,10,10,4, Numbers Emotions Actions
2,8,2,9,0,5,3,10,5,4,Alphabets Numbers Shapes Objects Emotions Communication Actions
3,8,9,10,5,7,9,10,3,4,Alphabets Shapes Communication Actions
9,3,0,9,7,1,5,10,3,6, Colors Numbers Objects Emotions Communication
0,6,8,3,5,9,7,6,5,6,Alphabets Arithmetic Shapes Communication
10,3,7,2,5,2,5,10,4,6, Colors Arithmetic Shapes Objects Emotions Communication
0,7,1,1,0,0,0,5,10,5,Alphabets Numbers Arithmetic Shapes Objects Emotions Sound Actions
0,3,4,0,5,9,7,10,1,2,Alphabets Colors Numbers Arithmetic Shapes Communication Actions
4,2,5,4,7,9,5,3,0,9,Alphabets Colors Numbers Arithmetic Emotions Sound Communication
4,0,3,3,4,9,3,10,7,0,Alphabets Colors Numbers Arithmetic Shapes Emotions Actions
2,0,3,0,0,7,6,0,5,6,Alphabets Colors Numbers Arithmetic Shapes Sound Communication
6,9,10,5,7,9,7,0,2,5, Arithmetic Sound Communication Actions
9,0,4,3,8,3,4,10,3,1, Colors Numbers Arithmetic Objects Emotions Communication Actions
1,10,10,5,7,3,5,6,9,8,Alphabets Arithmetic Objects Emotions
9,8,8,0,7,5,2,1,4,1, Arithmetic Objects Emotions Sound Communication Actions
3,6,6,9,9,1,9,1,4,0,Alphabets Objects Sound Communication Actions
8,6,10,0,6,8,2,4,10,0, Arithmetic Emotions Sound Actions
2,5,3,10,1,0,9,4,6,7,Alphabets Colors Numbers Shapes Objects Sound
4,1,8,2,4,8,4,8,8,9,Alphabets Colors Arithmetic Shapes Emotions
7,9,2,6,10,3,10,10,2,4, Numbers Objects Communication Actions
7,4,2,0,7,9,10,3,7,7, Colors Numbers Arithmetic Sound
6,7,9,4,5,6,8,4,2,7, Arithmetic Shapes Sound Communication
7,9,3,0,8,6,9,0,10,1, Numbers Arithmetic Sound Actions
9,7,2,7,7,1,1,7,9,9, Numbers Objects Emotions
8,6,10,6,10,6,10,0,8,0, Sound Actions
5,9,4,8,5,0,4,5,3,2,Alphabets Numbers Shapes Objects Emotions Sound Communication Actions
8,7,1,0,6,10,6,5,6,9, Numbers Arithmetic Sound
6,3,2,3,10,5,4,5,7,0, Colors Numbers Arithmetic Objects Emotions Sound Actions
9,3,10,9,7,3,10,2,10,2, Colors Objects Sound Actions
5,3,6,5,0,7,4,6,7,2,Alphabets Colors Arithmetic Shapes Emotions Actions
9,1,9,6,5,5,1,3,2,1, Colors Shapes Objects Emotions Sound Communication Actions
3,3,2,10,2,5,2,7,8,10,Alphabets Colors Numbers Shapes Objects Emotions
7,0,3,5,3,6,0,10,5,4, Colors Numbers Arithmetic Shapes Emotions Communication Actions
7,8,3,6,6,9,1,9,0,3, Numbers Emotions Communication Actions
3,6,4,2,2,3,7,5,8,6,Alphabets Numbers Arithmetic Shapes Objects Sound
2,2,4,10,2,4,9,8,10,9,Alphabets Colors Numbers Shapes Objects
1,2,6,6,5,3,5,4,7,5,Alphabets Colors Shapes Objects Emotions Sound Actions
1,8,6,7,0,0,9,7,10,9,Alphabets Shapes Objects
5,8,5,3,7,10,7,0,4,7,Alphabets Numbers Arithmetic Sound Communication
9,5,6,7,3,7,0,7,7,2, Colors Shapes Emotions Actions
1,9,0,0,4,7,8,3,3,6,Alphabets Numbers Arithmetic Shapes Sound Communication
0,9,5,10,10,7,7,6,5,3,Alphabets Numbers Communication Actions
6,4,0,4,7,6,5,5,1,10, Colors Numbers Arithmetic Emotions Sound Communication
8,8,0,2,3,2,10,8,9,10, Numbers Arithmetic Shapes Objects
2,0,10,0,5,6,0,4,8,10,Alphabets Colors Arithmetic Shapes Emotions Sound
2,2,8,6,7,4,10,9,4,5,Alphabets Colors Objects Communication Actions
7,0,7,7,5,0,10,1,5,5, Colors Shapes Objects Sound Communication Actions
0,3,6,10,5,4,9,0,5,5,Alphabets Colors Shapes Objects Sound Communication Actions
9,7,4,7,4,0,7,6,10,0, Numbers Shapes Objects Actions
8,2,3,3,6,2,9,4,4,0, Colors Numbers Arithmetic Objects Sound Communication Actions
5,8,5,7,3,2,3,3,4,9,Alphabets Numbers Shapes Objects Emotions Sound Communication
6,9,4,6,0,8,3,4,0,2, Numbers Shapes Emotions Sound Communication Actions
2,7,8,1,2,10,8,8,0,7,Alphabets Arithmetic Shapes Communication
4,2,0,10,1,4,10,6,10,8,Alphabets Colors Numbers Shapes Objects
0,7,8,1,3,10,2,0,2,4,Alphabets Arithmetic Shapes Emotions Sound Communication Actions
1,5,9,3,7,0,8,7,8,3,Alphabets Colors Arithmetic Objects Actions
3,0,3,10,1,8,6,10,7,9,Alphabets Colors Numbers Shapes
10,1,7,0,4,9,1,3,4,4, Colors Arithmetic Shapes Emotions Sound Communication Actions
2,7,0,9,10,10,4,3,4,1,Alphabets Numbers Emotions Sound Communication Actions
5,1,2,9,2,7,2,8,3,3,Alphabets Colors Numbers Shapes Emotions Communication Actions
3,5,0,7,0,8,9,9,3,4,Alphabets Colors Numbers Shapes Communication Actions
7,7,8,0,0,0,5,7,7,7, Arithmetic Shapes Objects Emotions
7,0,4,3,6,10,10,8,6,4, Colors Numbers Arithmetic Actions
10,7,5,6,3,6,10,10,4,10, Numbers Shapes Communication
1,5,8,4,9,7,8,5,10,8,Alphabets Colors Arithmetic Sound
4,8,9,4,6,2,8,7,2,1,Alphabets Arithmetic Objects Communication Actions
3,2,6,1,5,9,8,9,0,8,Alphabets Colors Arithmetic Shapes Communication
5,0,0,1,1,4,8,9,6,7,Alphabets Colors Numbers Arithmetic Shapes Objects
0,4,8,2,8,10,6,7,10,5,Alphabets Colors Arithmetic Actions
5,9,9,0,9,0,8,9,10,9,Alphabets Arithmetic Objects
4,4,0,9,4,10,2,4,7,8,Alphabets Colors Numbers Shapes Emotions Sound
5,9,9,9,1,8,4,6,9,9,Alphabets Shapes Emotions
6,4,4,10,9,5,7,6,10,9, Colors Numbers Objects
9,8,10,10,0,1,5,1,0,9, Shapes Objects Emotions Sound Communication
9,4,3,6,5,0,7,8,2,3, Colors Numbers Shapes Objects Communication Actions
4,10,7,0,0,1,8,2,8,1,Alphabets Arithmetic Shapes Objects Sound Actions
10,6,10,3,10,5,5,0,1,7, Arithmetic Objects Emotions Sound Communication
6,10,1,2,3,8,6,5,0,7, Numbers Arithmetic Shapes Sound Communication
